V1	Fortlaufende Nr	Patho-Nr	English	Tierart	scientific_name	sex	age	Entnahme	Tissue	Well_y	Well_x	Abbreviation	DNA (ng/µl)	Volume (µl)	DNA prep date	comment	Box	RRBS-status	Experiment ID	pre-BC_CT	Enrichment cycles	Pool	Adapter	FlowCell	lane	renamed	Experiment_new lib prep	pre-BC CT_uc	Adapter_uc	unconverted	renamed_uc	Experiment_unconverted	enrichtment_uc	Flowcell_uc	lane_uc
1953	E24872	S23357	Scup		Stenotomus chrysops		adult	30.07.2016	Fin	H	6	SCU_1_F	72,0	22			NWU2	prepped	AK38	10,93	13	5	TruSeq LT Index 14	310	8					SCU_1_F_uc		AK_uc_25	9	378	2
1954	E24875	S23357	Scup		Stenotomus chrysops		adult	30.07.2016	Gills	H	7	SCU_1_G	94,9	22			NWU2	prepped	AK38	12,29	14	6	TruSeq LT Index 15	313	6								NA	NA	NA
1955	E25615	S23322	Daubed shanny		Leptoclinus maculatus			14.05.2016	Heart	H	8	DAS_1_H	27,2	22			NWU2	prepped	AK38	9,55	11	2	TruSeq LT Index 16	308	3								NA	NA	NA
1956	E25613	S23322	Daubed shanny		Leptoclinus maculatus			14.05.2016	Muscle	H	9	DAS_1_M	12,1	22			NWU2	prepped	AK38	10,68	11	3	TruSeq LT Index 18	308	4								NA	NA	NA
1957	E25289	S23318	Daubed shanny		Leptoclinus maculatus			14.05.2016	Liver	H	10	DAS_2_L	87,5	22			NWU2	prepped	AK38	11,18	11	2	TruSeq LT Index 19	308	3								NA	NA	NA
1958	E25285	S23318	Daubed shanny		Leptoclinus maculatus			14.05.2016	Muscle	H	11	DAS_2_M	39,3	22			NWU2	prepped	AK38	10,54	11	2	TruSeq LT Index 20	308	3								NA	NA	NA
1959	E25287	S23318	Daubed shanny		Leptoclinus maculatus			14.05.2016	Fin	H	12	DAS_2_F	86,6	22			NWU2	prepped	AK38	10,22	11	3	TruSeq LT Index 21	308	4								NA	NA	NA
1960	E25288	S23318	Daubed shanny		Leptoclinus maculatus			14.05.2016	Gills	A	1	DAS_2_G	97,6	22			NWU3	prepped	AK38	10,43	12	4	TruSeq LT Index 22	310	7								NA	NA	NA
1961	E25290	S23318	Daubed shanny		Leptoclinus maculatus			14.05.2016	Spleen	A	2	DAS_2_S	67,5	22			NWU3	prepped	AK38	9,65	11	2	TruSeq LT Index 23	308	3								NA	NA	NA
1962	E25297	S23319	Daubed shanny		Leptoclinus maculatus			14.05.2016	Gills	A	3	DAS_3_G	61,8	22			NWU3	prepped	AK38	10,13	11	3	TruSeq LT Index 25	308	4					DAS_3_G_uc		AK_uc_24	8	378	1
1963	E25300	S23319	Daubed shanny		Leptoclinus maculatus			14.05.2016	Heart	A	4	DAS_3_H	50,7	22			NWU3	prepped	AK38	11,63	13	5	TruSeq LT Index 27	310	8								NA	NA	NA
1964	E25299	S23319	Daubed shanny		Leptoclinus maculatus			14.05.2016	Liver	A	5	DAS_3_L	94,1	22			NWU3	prepped	AK38	11,42	13	5	TruSeq LT Index 1	310	8								NA	NA	NA
1965	E25304	S23319	Daubed shanny		Leptoclinus maculatus			14.05.2016	Muscle	A	6	DAS_3_M	26,6	22			NWU3	prepped	AK38	13,97	14	6	TruSeq LT Index 2	313	6								NA	NA	NA
1966	E25303	S23319	Daubed shanny		Leptoclinus maculatus			14.05.2016	Fin	A	7	DAS_3_F	60,3	22			NWU3	prepped	AK38	10,35	11	2	TruSeq LT Index 3	308	3								NA	NA	NA
1967	E25258	S23341	Snake blenny		Lumpenus lampretaeformis			15.05.2016	Heart	A	8	SNB_1_H	99,5	22			NWU3	prepped	AK38	12,32	14	6	TruSeq LT Index 4	313	6								NA	NA	NA
1968	E25257	S23341	Snake blenny		Lumpenus lampretaeformis			15.05.2016	Liver	A	9	SNB_1_L	96,5	22			NWU3	prepped	AK38	13,44	13	5	TruSeq LT Index 5	310	8								NA	NA	NA
1969	E25260	S23341	Snake blenny		Lumpenus lampretaeformis			15.05.2016	Muscle	A	10	SNB_1_M	64,6	22			NWU3	prepped	AK38	11,39	12	4	TruSeq LT Index 6	310	7								NA	NA	NA
1970	E25256	S23341	Snake blenny		Lumpenus lampretaeformis			15.05.2016	Gills	A	11	SNB_1_G	100,4	22			NWU3	prepped	AK38	9,64	12	4	TruSeq LT Index 7	310	7								NA	NA	NA
1971	E25270	S23342	Snake blenny		Lumpenus lampretaeformis			15.05.2016	Kidney	A	12	SNB_2_K	87,1	22			NWU3	prepped	AK38	10,93	11	2	TruSeq LT Index 8	308	3					SNB_2_K_uc		AK_uc_31	7	391	5
1972	E25267	S23342	Snake blenny		Lumpenus lampretaeformis			15.05.2016	Liver	B	1	SNB_2_L	45,1	22			NWU3	prepped	AK38	12,17	13	5	TruSeq LT Index 9	310	8								NA	NA	NA
1973	E25271	S23342	Snake blenny		Lumpenus lampretaeformis			15.05.2016	Muscle	B	2	SNB_2_M	41,7	22			NWU3	prepped	AK38	11,04	13	5	TruSeq LT Index 10	310	8								NA	NA	NA
1974	E25266	S23342	Snake blenny		Lumpenus lampretaeformis			15.05.2016	Gills	B	3	SNB_2_G	109,2	22			NWU3	prepped	AK38	11,15	13	5	TruSeq LT Index 11	310	8								NA	NA	NA
1975	E25449	S23645	Prowfish		Zaprora silenus	f	adult	02.08.2012	Gills	B	4	PRF_1_G	120,1	22			NWU3	prepped	AK38	11,92	13	5	TruSeq LT Index 12	310	8					PRF_1_G_uc		AK_uc_25	9	378	2
1976	E24579	S23150	Ocean pout		Zoarces americanus			08.09.2015	Fin	B	5	OCP_1_F	37,4	22			NWU3	prepped	AK39	12,17	13	5	TruSeq LT Index 13	315	4					OCP_1_F_uc		AK_uc_33	11	391	7
1977	E24844	S23151	Ocean pout		Zoarces americanus			13.09.2015	Muscle	B	6	OCP_2_M	13,3	22			NWU3	prepped	AK38	10,73	11	3	TruSeq LT Index 14	308	4								NA	NA	NA
1978	E24881	S23360	Summer flounder		Paralichthys dentatus		adult	30.07.2016	Fin	B	7	SUF_1_F	78,1	22			NWU3	prepped	AK38	12,21	13	5	TruSeq LT Index 15	310	8					SUF_1_F_uc		AK_uc_31	10	391	5
1979	E24882	S23360	Summer flounder		Paralichthys dentatus		adult	30.07.2016	Gills	B	8	SUF_1_G	101,5	22			NWU3	prepped	AK38	10,83	12	4	TruSeq LT Index 16	310	7								NA	NA	NA
1980	E25572	S23353	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Heart	B	9	YEF_1_H	101,9	22			NWU3	prepped	AK38	11,42	13	5	TruSeq LT Index 18	310	8								NA	NA	NA
1981	E25574	S23353	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Kidney	B	10	YEF_1_K	65,3	22			NWU3	prepped	AK38	11,35	14	6	TruSeq LT Index 19	313	6								NA	NA	NA
1982	E25569	S23353	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Muscle	B	11	YEF_1_M	11,5	22			NWU3	prepped	AK38	10,32	11	3	TruSeq LT Index 20	308	4								NA	NA	NA
1983	E25567	S23353	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Gills	B	12	YEF_1_G	116,4	22			NWU3	prepped	AK38	12,30	14	6	TruSeq LT Index 21	313	6								NA	NA	NA
1984	E25568	S23353	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Fin	C	1	YEF_1_F	46,8	22			NWU3	prepped	AK38	10,98	14	6	TruSeq LT Index 22	313	6								NA	NA	NA
1985	E25582	S23354	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Heart	C	2	YEF_2_H	100,9	22			NWU3	prepped	AK38	11,13	13	5	TruSeq LT Index 23	310	8								NA	NA	NA
1986	E25583	S23354	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Kidney	C	3	YEF_2_K	89,7	22			NWU3	prepped	AK38	12,29	13	5	TruSeq LT Index 25	310	8								NA	NA	NA
1987	E25581	S23354	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Liver	C	4	YEF_2_L	79,1	22			NWU3	prepped	AK38	13,95	14	6	TruSeq LT Index 27	313	6								NA	NA	NA
1988	E25579	S23354	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Muscle	C	5	YEF_2_M	26,7	22			NWU3	prepped	AK38	11,21	12	4	TruSeq LT Index 1	310	7								NA	NA	NA
1989	E25577	S23354	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Gills	C	6	YEF_2_G	85,9	22			NWU3	prepped	AK39	11,15	13	5	TruSeq LT Index 1	315	4								NA	NA	NA
1990	E25580	S23354	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Spleen	C	7	YEF_2_S	91,9	22			NWU3	prepped	AK38	11,65	14	6	TruSeq LT Index 3	313	6								NA	NA	NA
1991	E25578	S23354	Yellowtail flounder		Limanda ferruginea	f		09.05.2016	Fin	C	8	YEF_2_F	28,9	22			NWU3	prepped	AK38	10,89	12	4	TruSeq LT Index 4	310	7					YEF_2_F_uc		AK_uc_24	8	378	1
1992	E25484	S23684	Sturgeon poacher		Podothecus accipenserinus		adult	05.08.2012	Gills	C	9	STP_1_G	51,0	22			NWU3	prepped	AK39	12,98	13	5	TruSeq LT Index 5	315	4		AK_uc_newprep	7,745	TruSeq LT Index 23	STP_1_G_uc	STP_1_G_uc_S32797	AK_uc_31	7	391	5
1993	E25399	S23664	Sablefish		Anoplopoma fimbria	f	adult	03.08.2012	Gills	C	10	SFI_1_G	104,5	22			NWU3	prepped	AK38	11,85	14	6	TruSeq LT Index 6	313	6					SFI_1_G_uc		AK_uc_29	9	391	3
1994	E25532	S23327	Longhorn sculpin		Myoxocephalus octodecemspinosus			09.05.2016	Kidney	C	11	LOS_1_K	60,1	22			NWU3	prepped	AK38	10,70	11	3	TruSeq LT Index 7	308	4								NA	NA	NA
1995	E25533	S23327	Longhorn sculpin		Myoxocephalus octodecemspinosus			09.05.2016	Muscle	C	12	LOS_1_M	26,4	22			NWU3	prepped	AK38	11,44	13	5	TruSeq LT Index 8	310	8								NA	NA	NA
1996	E25535	S23327	Longhorn sculpin		Myoxocephalus octodecemspinosus			09.05.2016	Skin	D	1	LOS_1_SK	4,4	22			NWU3	prepped	AK38	10,81	11	2	TruSeq LT Index 9	308	3					LOS_1_SK_uc		AK_uc_19	6	363	8
1997	E25528	S23327	Longhorn sculpin		Myoxocephalus octodecemspinosus			09.05.2016	Fin	D	2	LOS_1_F	5,0	22			NWU3	prepped	AK38	10,73	11	2	TruSeq LT Index 10	308	3								NA	NA	NA
1998	E25538	S23328	Longhorn sculpin		Myoxocephalus octodecemspinosus			09.05.2016	Fin	D	3	LOS_2_F	2,0	22			NWU3	prepped	AK38	9,57	11	2	TruSeq LT Index 11	308	3								NA	NA	NA
1999	E25542	S23328	Longhorn sculpin		Myoxocephalus octodecemspinosus			09.05.2016	Kidney	D	4	LOS_2_K	49,0	22			NWU3	prepped	AK38	11,20	12	4	TruSeq LT Index 12	310	7								NA	NA	NA
2000	E25543	S23328	Longhorn sculpin		Myoxocephalus octodecemspinosus			09.05.2016	Muscle	D	5	LOS_2_M	26,8	22			NWU3	prepped	AK38	12,29	13	5	TruSeq LT Index 13	310	8								NA	NA	NA
2001	E25537	S23328	Longhorn sculpin		Myoxocephalus octodecemspinosus			09.05.2016	Gills	D	6	LOS_2_G	44,3	22			NWU3	prepped	AK38	10,91	12	4	TruSeq LT Index 14	310	7								NA	NA	NA
2002	E24842	S23284	Sea raven		Hemitripterus americanus		adult	01.07.2015	Fin	D	7	SRA_1_F	22,7	22			NWU3	prepped	AK39	11,39	13	5	TruSeq LT Index 15	315	4								NA	NA	NA
2003	E24829	S23284	Sea raven		Hemitripterus americanus		adult	01.07.2015	Gills	D	8	SRA_1_G	109,5	22			NWU3	prepped	AK38	11,01	13	5	TruSeq LT Index 16	310	8								NA	NA	NA
2004	E24839	S23284	Sea raven		Hemitripterus americanus		adult	01.07.2015	Kidney	D	9	SRA_1_KF	-1,0	22			NWU3	prepped	AK38	9,86	11	2	TruSeq LT Index 18	308	3					SRA_1_KF_uc		AK_uc_20	6	376	3
2005	E24831	S23284	Sea raven		Hemitripterus americanus		adult	01.07.2015	Kidney	D	10	SRA_1_K	112,8	22			NWU3	prepped	AK38	11,72	13	5	TruSeq LT Index 19	310	8								NA	NA	NA
2006	E24840	S23284	Sea raven		Hemitripterus americanus		adult	01.07.2015	Liver	D	11	SRA_1_L	85,5	22			NWU3	prepped	AK38	10,98	14	6	TruSeq LT Index 20	313	6								NA	NA	NA
2007	E24835	S23284	Sea raven		Hemitripterus americanus		adult	01.07.2015	Muscle	D	12	SRA_1_M	0,1	22			NWU3	prepped	AK38	10,39	11	2	TruSeq LT Index 21	308	3								NA	NA	NA
2008	E00635	S01793	Kelp rockfish		Sebastes atrovirens		adult	08.06.2009	Blood	E	1	KER_1_BL	33,8	22			NWU3	prepped	AK38	10,20	11	3	TruSeq LT Index 22	308	4					KER_1_BL_uc		AK_uc_18	6	362	8
2009	E00620	S01793	Kelp rockfish		Sebastes atrovirens		adult	08.06.2009	Gills	E	2	KER_1_G	79,5	22			NWU3	prepped	AK38	10,38	11	3	TruSeq LT Index 23	308	4								NA	NA	NA
2010	E00654	S01793	Kelp rockfish		Sebastes atrovirens		adult	08.06.2009	Muscle	E	3	KER_1_M	7,9	22			NWU3	prepped	AK38	8,93	12	4	TruSeq LT Index 25	310	7								NA	NA	NA
2011	E00627	S01802	Kelp rockfish		Sebastes atrovirens		adult	08.06.2009	Blood	E	4	KER_2_BL	60,1	22			NWU3	prepped	AK38	9,58	11	2	TruSeq LT Index 27	308	3								NA	NA	NA
2012	E00621	S01802	Kelp rockfish		Sebastes atrovirens		adult	08.06.2009	Gills	E	5	KER_2_G	34,3	22			NWU3	prepped	AK39	8,41	11	1	TruSeq LT Index 7	313	7								NA	NA	NA
2013	E00651	S01802	Kelp rockfish		Sebastes atrovirens		adult	08.06.2009	Muscle	E	6	KER_2_M	11,6	22			NWU3	prepped	AK39	9,01	11	1	TruSeq LT Index 3	313	7								NA	NA	NA
2014	E25464	S23660	Shortraker rockfish		Sebastes borealis		adult	03.08.2012	Gills	E	7	SHR_1_G	29,4	22			NWU3	prepped	AK39	8,87	11	1	TruSeq LT Index 4	313	7					SHR_1_G_uc		AK_uc_18	6	362	8
2015	E25397	S23662	Shortraker rockfish		Sebastes borealis	m	adult	03.08.2012	Gills	E	8	SHR_2_G	32,7	22			NWU3	prepped	AK39	10,22	11	2	TruSeq LT Index 5	313	8								NA	NA	NA
2016	E25398	S23663	Shortraker rockfish		Sebastes borealis	m	adult	03.08.2012	Gills	E	9	SHR_3_G	29,8	22			NWU3	prepped	AK39	9,62	11	1	TruSeq LT Index 6	313	7								NA	NA	NA
2017	E00638	S01796	Starry rockfish		Sebastes constellatus		adult	08.06.2009	Blood	E	10	STA_1_BL	20,2	22			NWU3	prepped	AK57	8,91	15	14	TruSeq LT Index 7	425	1	STA_1_BL_r1							NA	NA	NA
2018	E00657	S01796	Starry rockfish		Sebastes constellatus		adult	08.06.2009	Gills	E	11	STA_1_G	83,2	22			NWU3	prepped	AK39	9,88	11	1	TruSeq LT Index 8	313	7								NA	NA	NA
2019	E00668	S01796	Starry rockfish		Sebastes constellatus		adult	08.06.2009	Muscle	E	12	STA_1_M	15,3	22			NWU3	prepped	AK39	10,07	11	2	TruSeq LT Index 9	313	8								NA	NA	NA
2020	E00632	S01804	Starry rockfish		Sebastes constellatus		adult	08.06.2009	Blood	F	1	STA_2_BL	94,6	22			NWU3	prepped	AK39	10,07	12	4	TruSeq LT Index 10	315	3								NA	NA	NA
2021	E00659	S01804	Starry rockfish		Sebastes constellatus		adult	08.06.2009	Gills	F	2	STA_2_G	64,6	22			NWU3	prepped	AK39	9,40	11	2	TruSeq LT Index 11	313	8								NA	NA	NA
2022	E00670	S01804	Starry rockfish		Sebastes constellatus		adult	08.06.2009	Muscle	F	3	STA_2_M	13,0	22			NWU3	prepped	AK40_2	9,02	11	5	TruSeq LT Index 12	349	6					STA_2_M_uc		AK_uc_20	6	376	3
2023	E00498	S00811	Squarespot rockfish		Sebastes hopkinsi		adult	06.04.2009	Blood	F	4	SQR_1_BL	111,9	22			NWU3	prepped	AK40_2	10,40	11	5	TruSeq LT Index 13	349	6								NA	NA	NA
2024	E00558	S00811	Squarespot rockfish		Sebastes hopkinsi		adult	06.04.2009	Gills	F	5	SQR_1_G	85,2	22			NWU3	prepped	AK39	9,84	11	2	TruSeq LT Index 14	313	8								NA	NA	NA
2025	E00538	S00811	Squarespot rockfish		Sebastes hopkinsi		adult	06.04.2009	Muscle	F	6	SQR_1_M	14,2	22			NWU3	prepped	AK39	10,10	11	2	TruSeq LT Index 15	313	8								NA	NA	NA
2026	E00510	S00823	Squarespot rockfish		Sebastes hopkinsi		adult	06.04.2009	Blood	F	7	SQR_2_BL	69,5	22			NWU3	prepped	AK39	8,72	11	1	TruSeq LT Index 16	313	7					SQR_2_BL_uc		AK_uc_20	6	376	3
2027	E00570	S00823	Squarespot rockfish		Sebastes hopkinsi		adult	06.04.2009	Gills	F	8	SQR_2_G	62,7	22			NWU3	prepped	AK39	10,11	11	2	TruSeq LT Index 18	313	8								NA	NA	NA
2028	E00459	S00823	Squarespot rockfish		Sebastes hopkinsi		adult	06.04.2009	Muscle	F	9	SQR_2_M	4,9	22			NWU3	prepped	AK39	10,31	12	4	TruSeq LT Index 19	315	3								NA	NA	NA
2029	E00639	S01797	Squarespot rockfish		Sebastes hopkinsi		adult	08.06.2009	Blood	F	10	SQR_3_BL	69,1	22			NWU3	prepped	AK39	9,38	11	2	TruSeq LT Index 20	313	8								NA	NA	NA
2030	E00672	S01797	Squarespot rockfish		Sebastes hopkinsi		adult	08.06.2009	Gills	F	11	SQR_3_G	40,1	22			NWU3	prepped	AK39	9,49	11	1	TruSeq LT Index 21	313	7								NA	NA	NA
2031	E00664	S01797	Squarespot rockfish		Sebastes hopkinsi		adult	08.06.2009	Muscle	F	12	SQR_3_M	10,2	22			NWU3	prepped	AK39	8,28	11	1	TruSeq LT Index 22	313	7								NA	NA	NA
2032	E00507	S00820	Vermillion rockfish		Sebastes miniatus		adult	06.04.2009	Blood	G	1	VER_1_BL	106,4	22			NWU3	prepped	AK39	10,20	12	4	TruSeq LT Index 23	315	3								NA	NA	NA
2033	E00567	S00820	Vermillion rockfish		Sebastes miniatus		adult	06.04.2009	Gills	G	2	VER_1_G	71,3	22			NWU3	prepped	AK39	9,22	11	1	TruSeq LT Index 25	313	7								NA	NA	NA
2034	E00547	S00820	Vermillion rockfish		Sebastes miniatus		adult	06.04.2009	Muscle	G	3	VER_1_M	1,9	22			NWU3	prepped	AK39	9,13	11	1	TruSeq LT Index 27	313	7								NA	NA	NA
2035	E00641	S01799	Vermillion rockfish		Sebastes miniatus		adult	08.06.2009	Blood	G	4	VER_2_BL	104,6	22			NWU3	prepped	AK39	10,11	12	3	TruSeq LT Index 1	315	2								NA	NA	NA
2036	E00660	S01799	Vermillion rockfish		Sebastes miniatus		adult	08.06.2009	Gills	G	5	VER_2_G	73,1	22			NWU3	prepped	AK39	9,20	11	1	TruSeq LT Index 10	313	7					VER_2_G_uc		AK_uc_20	6	376	3
2037	E00671	S01799	Vermillion rockfish		Sebastes miniatus		adult	08.06.2009	Muscle	G	6	VER_2_M	29,3	22			NWU3	prepped	AK39	9,81	11	2	TruSeq LT Index 3	313	8								NA	NA	NA
2038	E00491	S00804	Blue rockfish		Sebastes mystinus		adult	06.04.2009	Blood	G	7	BLR_1_BL	100,4	22			NWU3	prepped	AK39	10,30	12	3	TruSeq LT Index 4	315	2								NA	NA	NA
2039	E00551	S00804	Blue rockfish		Sebastes mystinus		adult	06.04.2009	Gills	G	8	BLR_1_G	56,6	22			NWU3	prepped	AK40_2	10,63	12	3	TruSeq LT Index 5	349	4								NA	NA	NA
2040	E00531	S00804	Blue rockfish		Sebastes mystinus		adult	06.04.2009	Muscle	G	9	BLR_1_M	7,5	22			NWU3	prepped	AK39	10,04	12	3	TruSeq LT Index 6	315	2								NA	NA	NA
2041	E00492	S00805	Blue rockfish		Sebastes mystinus		adult	06.04.2009	Blood	G	10	BLR_2_BL	96,5	22			NWU3	prepped	AK40_2	9,03	11	5	TruSeq LT Index 7	349	6					BLR_2_BL_uc		AK_uc_20	6	376	3
2042	E00552	S00805	Blue rockfish		Sebastes mystinus		adult	06.04.2009	Gills	G	11	BLR_2_G	60,5	22			NWU3	prepped	AK39	10,43	13	5	TruSeq LT Index 8	315	4								NA	NA	NA
2043	E00532	S00805	Blue rockfish		Sebastes mystinus		adult	06.04.2009	Muscle	G	12	BLR_2_M	7,8	22			NWU3	prepped	AK39	12,65	13	5	TruSeq LT Index 9	315	4								NA	NA	NA
2044	E00494	S00807	Speckled rockfish		Sebastes ovalis		adult	06.04.2009	Blood	H	1	SPR_1_BL	113,3	22			NWU3	prepped	AK39	9,59	11	2	TruSeq LT Index 10	313	8					SPR_1_BL_uc		AK_uc_23	7	376	6
2045	E00554	S00807	Speckled rockfish		Sebastes ovalis		adult	06.04.2009	Gills	H	2	SPR_1_G	86,8	22			NWU3	prepped	AK39	9,31	11	1	TruSeq LT Index 11	313	7								NA	NA	NA
2046	E00534	S00807	Speckled rockfish		Sebastes ovalis		adult	06.04.2009	Muscle	H	3	SPR_1_M	12,6	22			NWU3	prepped	AK39	9,33	11	2	TruSeq LT Index 12	313	8								NA	NA	NA
2047	E00637	S01795	Speckled rockfish		Sebastes ovalis		adult	08.06.2009	Blood	H	4	SPR_2_BL	100,6	22			NWU3	prepped	AK40_2	11,17	11	6	TruSeq LT Index 13	349	7								NA	NA	NA
2048	E00624	S01795	Speckled rockfish		Sebastes ovalis		adult	08.06.2009	Gills	H	5	SPR_2_G	61,0	22			NWU3	prepped	AK39	9,73	11	1	TruSeq LT Index 14	313	7								NA	NA	NA
2049	E00663	S01795	Speckled rockfish		Sebastes ovalis		adult	08.06.2009	Muscle	H	6	SPR_2_M	10,8	22			NWU3	prepped	AK40_2	10,49	11	5	TruSeq LT Index 15	349	6								NA	NA	NA
2050	E00634	S01792	Halfbanded rockfish		Sebastes semicinctus		adult	08.06.2009	Blood	H	7	HAR_1_BL	86,4	22			NWU3	prepped	AK39	8,92	11	2	TruSeq LT Index 16	313	8					HAR_1_BL_uc		AK_uc_21	6	376	4
2051	E00618	S01792	Halfbanded rockfish		Sebastes semicinctus		adult	08.06.2009	Gills	H	8	HAR_1_G	101,5	22			NWU3	prepped	AK39	10,13	12	3	TruSeq LT Index 18	315	2								NA	NA	NA
2052	E00652	S01792	Halfbanded rockfish		Sebastes semicinctus		adult	08.06.2009	Muscle	H	9	HAR_1_M	2,6	22			NWU3	prepped	AK39	10,09	12	3	TruSeq LT Index 19	315	2								NA	NA	NA
2053	E00626	S01805	Halfbanded rockfish		Sebastes semicinctus		adult	08.06.2009	Blood	H	10	HAR_2_BL	69,0	22			NWU3	prepped	AK39	9,24	11	1	TruSeq LT Index 20	313	7								NA	NA	NA
2054	E00619	S01805	Halfbanded rockfish		Sebastes semicinctus		adult	08.06.2009	Gills	H	11	HAR_2_G	82,9	22			NWU3	prepped	AK39	10,33	12	3	TruSeq LT Index 21	315	2								NA	NA	NA
2055	E00653	S01805	Halfbanded rockfish		Sebastes semicinctus		adult	08.06.2009	Muscle	H	12	HAR_2_M	8,9	22			NWU3	prepped	AK39	8,54	11	2	TruSeq LT Index 22	313	8								NA	NA	NA
2056	MPEG_f_+	MP	Zebrafish	Zebrafisch	Danio rerio	f	adult	21.09.2016	Macrophages+		NA	ZF_5_MacroP	0,5	50	16.11.2016		FDS2	prepped	AK34	9,10	9	9	TruSeq LT Index 1	292	7	ZF_5_macro_plus							NA	NA	NA
2057	MPEG_m_+	MP	Zebrafish	Zebrafisch	Danio rerio	m	adult	21.09.2016	Macrophages+		NA	ZF_6_MacroP	0,4	50	16.11.2016		FDS2	prepped	AK34	8,64	9	9	TruSeq LT Index 27	292	7	ZF_6_macro_plus							NA	NA	NA
2058	LCK_f_+	LCK	Zebrafish	Zebrafisch	Danio rerio	f	adult	21.09.2016	Lymphocytes+		NA	ZF_7_LymphoP	2,5	50	16.11.2016		FDS2	prepped	AK34	7,12	9	9	TruSeq LT Index 3	292	7	ZF_7_Lympho_plus							NA	NA	NA
2059	LCK_f_-	LCK	Zebrafish	Zebrafisch	Danio rerio	f	adult	21.09.2016	Lymphocytes-		NA	ZF_7_LymphoN	7,4	50	16.11.2016		FDS2	prepped	AK34	7,27	9	9	TruSeq LT Index 4	292	7	ZF_7_Lympho							NA	NA	NA
2060	LysC_f_+	LysC	Zebrafish	Zebrafisch	Danio rerio	f	adult	22.09.2016	Granulocytes+		NA	ZF_8_GranP	5,1	50	16.11.2016		FDS2	prepped	AK34	8,90	9	9	TruSeq LT Index 5	292	7	ZF_8_Gran_plus							NA	NA	NA
2061	LysC_m_+	LysC	Zebrafish	Zebrafisch	Danio rerio	m	adult	22.09.2016	Granulocytes+		NA	ZF_9_GranP	5,9	50	16.11.2016		FDS2	prepped	AK34	7,13	9	9	TruSeq LT Index 6	292	7	ZF_9_Gran_plus							NA	NA	NA
2062	Rag_f_+	Rag	Zebrafish	Zebrafisch	Danio rerio	f	adult	06.10.2016	Lymphocytes+		NA	ZF_10_LymphoP	7,6	50	16.11.2016		FDS2	prepped	AK34	7,24	9	9	TruSeq LT Index 7	292	7	ZF_10_Lympho_plus							NA	NA	NA
2063	Rag_m_+	Rag	Zebrafish	Zebrafisch	Danio rerio	m	adult	06.10.2016	Lymphocytes+		NA	ZF_11_LymphoP	5,2	50	16.11.2016		FDS2	prepped	AK34	6,81	9	9	TruSeq LT Index 8	292	7	ZF_11_Lympho_plus							NA	NA	NA
2064	LysC_f_W	LysC	Zebrafish	Zebrafisch	Danio rerio	f	adult	22.09.2016	Erythrocytes		NA	ZF_8_Ery	15,5	50	16.11.2016		FDS2	prepped	AK34	10,61	9	9	TruSeq LT Index 9	292	7								NA	NA	NA
2065	LysC_m_W	LysC	Zebrafish	Zebrafisch	Danio rerio	m	adult	22.09.2016	Erythrocytes		NA	ZF_9_Ery	38,2	50	16.11.2016		FDS2	prepped	AK34	9,15	9	9	TruSeq LT Index 10	292	7								NA	NA	NA
2066	Rag_f_W	Rag	Zebrafish	Zebrafisch	Danio rerio	f	adult	06.10.2016	Erythrocytes		NA	ZF_10_Ery	11,6	50	16.11.2016		FDS2	prepped	AK34	7,93	9	9	TruSeq LT Index 11	292	7					ZF_10_Ery_uc		AK_uc_20	6	376	3
2067	Rag_m_W	Rag	Zebrafish	Zebrafisch	Danio rerio	m	adult	06.10.2016	Erythrocytes		NA	ZF_11_Ery	23,2	50	16.11.2016		FDS2	prepped	AK34	10,20	9	9	TruSeq LT Index 12	292	7								NA	NA	NA
2068		08/0038	Tasmanian devil	Beutelteufel	Sarcophilus			03.11.2016	Tumour_mid		NA	TD_1_Tm	59,4	100	03.11.2016			prepped	AK32	11,59	11	1	TruSeq LT Index 5	274	7	TD07_1_080038_T1							NA	NA	NA
2069		08/0195	Tasmanian devil	Beutelteufel	Sarcophilus			03.11.2016	Tumour_mid		NA	TD_2_Tm	5,9	100	03.11.2016			prepped	AK32	8,36	11	2	TruSeq LT Index 6	274	8	TD07_2_080195_T2							NA	NA	NA
2070		08/0195	Tasmanian devil	Beutelteufel	Sarcophilus			03.11.2016	Spleen		NA	TD_2_S	120,0	100	03.11.2016			prepped	AK32	9,73	11	1	TruSeq LT Index 7	274	7	TD07_3_080195_Sp							NA	NA	NA
2071		08/0195	Tasmanian devil	Beutelteufel	Sarcophilus			03.11.2016	Skin		NA	TD_2_SK	45,2	100	03.11.2016			prepped	AK32	10,83	11	1	TruSeq LT Index 8	274	7	TD07_4_080195_Sk							NA	NA	NA
